Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Investor
Phable,HealthTech,Series A,0.0,Bangalore,,"Fresco Capital, Social Starts"
Codingal,EdTech,0,0.0,Bangalore,,"Y Combinator, Rebright Partners"
Supply6,Helathcare,Seed,0.0,Bangalore,,"Rohit Goutamchand, India CXO Fund"
Swajal,Water purification,Pre-series A,0.0,Gurugram,,"Rajasthan Venture Capital Fund, ACPL Exports"
BharatPe,FinTech,Series D,0.0,New Delhi,,"Amplo, Insight Partners"
Filo,EdTech,Pre-seed,0.0,New Delhi,,Better Capital
Method & Madness,Real Estate,Seed,0.0,Mumbai,,Justin Mateen
EduFund,FinTech,Pre-seed,0.0,Gujarat,,View Trade Holding Corp
Pepperfry,E-commerce,Debt,0.0,Mumbai,,"InnoVen Capital, Bertelsmann India Investments"
Zingavita,HealthTech,0,0.0,Chandigarh,,Anicut Angel Fund
Hypd Store,Content commerce,Pre-seed,0.0,New Delhi,,ScoopWhoop
VerSe Innovation,Innovation Management,Series H,0.0,Bangalore,,"Canaan Valley Capital, Glade Brook Capital Partners"
Supersourcing,Software company,Seed,0.0,Indore,,"Vijay Shekhar Sharma, Dr Ritesh Malik"
AutomataPi,Automation,Seed,0.0,Powai,,Indian Angel Network
Newton School,EdTech,Series A,0.0,Bangalore,,"RTP Global, Harshil Mathur"
TenderCuts,Food Industry,0,0.0,Chennai,,"Paragon Partners, NABVENTURES"
Siply,FinTech,Seed,0.0,Bangalore,,Inflection Point Ventures
SarvaGram,FinTech,Series B,0.0,Mumbai,,Elevation Capital
Unlu,Celebrity Engagement,Seed,0.0,Gurugram,,EXPERT DOJO
GlobalFair,Trading platform,Seed,0.0,Gurugram,,"Saama Capital, India Quotient"
Eduvanz,FinTech,Debt,0.0,Mumbai,,"InCred Financial Services, Vivriti Capital, Northern Arc Capital"
OwO,E-commerce,0,0.0,Gurugram,,ah! Ventures
Progcap,FinTech,Debt,0.0,New Delhi,,"Somak Ghosh, M V Nair"
ABL Workspaces,Hospitality,Pre-series A,0.0,New Delhi,,Wurk
Nazara Technologies,Gaming,0,0.0,Mumbai,,"Plutus Wealth Management, Turtle Entertainment"
Scentials,Personal Care,0,0.0,Mumbai,,"Ambiga Subramanian, Goutham Ekollu"
SplashLearn,EdTech,Series C,0.0,Gurugram,,"Accel, Owl Ventures"
Maya,HealthTech,Seed,0.0,Bangalore,,Rajan Anadan
GoTo,Transportation,0,0.0,Ghaziabad,,Jesse Lucas
MediBuddy,HealthTech,Series B,0.0,Bangalore,,"IDFC Private Equity, Bessemer Venture Partners"
Zetwerk,E-commerce,Series D,0.0,Bangalore,,"Sequoia Capital India, Accel"
Remedico,Healthcare,0,0.0,Hyderabad,,"Venture Catalysts, Tahseen Consulting"
PrepBytes,EdTech,0,0.0,Gurugram,,Equanimity Ventures
SATYA MicroCapital,FinTech,0,0.0,New Delhi,,"BlueOrchard Finance S A, Gojo & Company"
YourPhysio,HealthTech,Pre-seed,0.0,Nagpur,,"Better Capital, Titan Capital"
Aviom Housing Finance,FinTech,Debt,0.0,New Delhi,,Gojo & Company
Hemp Horizons,Cannabis startup,Seed,0.0,Noida,,Mumbai Angels
MPL,Gaming,0,0.0,Bangalore,,"Pegasus Tech Ventures, Base Partners"
Koo,Blogging,Series A,0.0,Bangalore,,"3one4 Capital, Accel"
InnerHour,Healthcare,Series A,0.0,Mumbai,,"Hitesh Oberoi, Lightbox"
Origo,AgriTech,Debt,0.0,Gurugram,,YES Bank
ExMyB,Consulting,Seed,0.0,Gurugram,,Campus Fund
Elucidata,BioTechnology,Pre-series A,0.0,New Delhi,,Hyperplane Venture Capital
Saveo,HealthTech,Seed,0.0,Bangalore,,"Matrix Partners India, RTP Global"
Qin1,EdTech,Pre-series A,0.0,Noida,,Venture Catalysts
DotPe,FinTech,Seed,0.0,Gurugram,,"Info Edge, Ruizheng Investment"
Taskmo,B2B Marketplace,0,0.0,Bangalore,,Quess Corp India
MasterMentors,EdTech,0,0.0,West Bengal,,0
KIKO TV,E-commerce,Pre-series A,0.0,Mumbai,,"Sunil Kumar Singhvi, 9Unicorns Accelerator Fund"
Quali55Care,Health care,Seed,0.0,Mumbai,,India Accelerator’s Angel Investor Network
Ruptok,FinTech,0,0.0,New Delhi,,Wurk
RevFin,FinTech,0,0.0,New Delhi,,Shell Foundation
SeeVC,Tech Startup,Seed,0.0,New Delhi,,Jimmy Singh
Junio,EdTech,0,0.0,New Delhi,,"Kunal Shah, Deepak Abbot"
VenWiz,B2B service,Seed,0.0,Bangalore,,"Accel, Nexus Venture"
Vista Rooms,Hospitality,0,0.0,Mumbai,,"Singapore Angel Network, Artha India Ventures"
Makers Hive,Tech Startup,0,0.0,Hyderabad,,"Starfish Growth Partners, Investpad"
Headfone,Social audio,Seed,0.0,Bangalore,,Hashed
Zouk,Fashion and lifestyle,Seed,0.0,Mumbai,,Titan Capital
MPL,Gaming,0,0.0,Bangalore,,"Pegasus Tech Ventures, Base Partners"
GrowFix,FinTech,Seed,0.0,Bangalore,,"Zerodha's Rainmatter Capital, Better Capital"
Bombay Shaving Company,Fashion and lifestyle,0,0.0,New Delhi,,"Sixth Sense Ventures, Colgate Palmolive"
Dunzo,Delivery service,Series E,0.0,Bangalore,,"Lightbox, Evolvence India Fund"
BeyondSkool,EdTech,Seed,0.0,Mumbai,,Tomorrow Capital
Mindler,EdTech,Pre-series A,0.0,New Delhi,,"Inflection Point Ventures, DLabs"
Fashinza,B2B Manufacturing,Seed,0.0,Gurgaon,,"Accel Partners, Elevation Capital"
BharatPe,FinTech,Debt,0.0,New Delhi,,"InnoVen Capital, Steadview Capital"
Turnip,Gaming,Seed,0.0,Bangalore,,Elevation Capital
Furlenco,Home Decor,0,0.0,Bangalore,,BlackSoil Capital
Inficold,Solar,Pre-series A,0.0,New Delhi,,Shell Foundation
KIWI,TaaS startup,Seed,0.0,New Delhi,,"PointOne Capital, Core91 VC"
Digit Insurance,FinTech,0,0.0,Bangalore,,"A91 Partners, Faering Capital"
BharatPe,FinTech,Debt,0.0,New Delhi,,"InnoVen Capital, Steadview Capital"
MFine,Health care,0,0.0,Bangalore,,"Blockchain Capital, SBI Ven Capital"
Udayy,EdTech,Seed,0.0,Gurgaon,,Alpha Wave Incubation
Lohum,EV startup,0,0.0,Noida,,"Baring Private Equity Partners India, Talbros"
Darwinbox,HR Tech,0,0.0,Hyderabad,,"Sequoia Capital India, 3one4 Capital"
DeHaat,AgriTech,Series C,0.0,Patna,,"Prosus Ventures, RTP Global"
Samunnati,AgriTech,Debt,0.0,Chennai,,"U.S. International Development Finance Corp, responsAbility"
Biconomy,Blockchain startup,Seed,0.0,New Delhi,,"Binance Labs, Zee Prime Capital"
True Elements,Food and Beverages,0,0.0,Pune,,RP-Sanjiv Goenka Group
Siply,FinTech,Seed,0.0,Bangalore,,Inflection Point Ventures
Nao Spirits & Beverages Pvt Ltd,Beverages,Series A,0.0,New Delhi,,0
PurpleTutor,EdTech,Seed,0.0,Mumbai,,IvyCap Ventures
Karkhana.io,Manufacturing startup,Seed,0.0,Mumbai,,Zone Startups In
SSA Finserv,FinTech,0,0.0,Mumbai,,Blue Ashva Capital
CoinSwitch Kuber,Cryptocurrency,Series A,0.0,Bangalore,,"Ribbit Capital, Kunal Shah"
Paperfly,E-commerce,0,0.0,Bangalore,,Ecom Express
Infra.Market,E-commerce,Debt,0.0,Thane,,InnoVen Capital
ReadyAssist,Vehicle repair startup,Seed,0.0,Bangalore,,Satish Grampurohit
Chalo,IT,0,0.0,Mumbai,,"Amit Singhal, Raine Ventures"
Udaan,E-commerce,0,0.0,Bangalore,,"Octahedron Capital, Moonstone Capital"
Unacademy,EdTech,0,0.0,Bangalore,,"Tiger Global, Dragoneer Investment Group, Steadview Capital, General Atlantic"
Ergos,AgriTech,Series A,0.0,Samsitpur,,"CDC Group, Aavishkaar Venture Capital"
Bolkar,Social network,0,0.0,Bangalore,,"GSF, Pras Hanuma"
Wright Research,Advisory firm,Pre-seed,0.0,Mumbai,,"Ajat Hukkoo, Piyush Chaplot"
Knocksense,Media,0,0.0,Lucknow,,"Mumbai Angels, Amitesh Pandey"
Pariksha,EdTech,0,0.0,Pune,,"Venture Catalysts, 9Unicorns Accelerator Fund"
Toothsi,Healthcare,Series A,0.0,Mumbai,,Think Investments
Jumbotail,Food and Beverages,Series B3,0.0,Bangalore,,"Nexus Venture Partners, 23 High Networth Individuals (HNIs)"
Phi Commerce,FinTech,Series A,0.0,Pune,,"Yatra Angel Network, BEENEXT"
Zupee,Gaming,0,0.0,Gurgaon,,"Orios Venture Partners, Matrix Partners India"
Oneiric Gaming,Gaming,0,0.0,Chandigarh,,Trishneet Arora
Finsall,Insuretech,Seed,0.0,Bangalore,,Unicorn India Ventures
Legalwiz.in,Legaltech,0,0.0,Ahmedabad,,ContCentric
Practically,EdTech,Pre-series B,0.0,Telangana,,Siana Capital
Cred,FinTech,Series C,0.0,Bangalore,,"DST Global, General Catalyst"
Devic Earth,Pollution control equiptment,0,0.0,Bangalore,,Blue Ashva Capital
Zerone,FinTech,Pre-series A,0.0,Gurgaon,,Anthill Ventures
boAt,Fashion & Lifestyle,PE,0.0,Mumbai,,"InnoVen Capital, InnoVen Capita"
Pocket Aces,Media,0,0.0,Mumbai,,"3one4 Capital, DSP Group"
Kyt,EdTech,Series A,0.0,Bangalore,,Alpha Wave Incubation
iMumz,Healthcare,0,0.0,Bangalore,,"Enzia Ventures, AngelList"
BharatPe,FinTech,Debt,0.0,New Delhi,,"Steadview Capital, Insight Partners"
CropIn,AgriTech,Series C,0.0,Bangalore,,"Invested Development, Pratithi Investment Trust"
Vanity Wagon,Cosmetics,Seed,0.0,Haryana,,"Dhianu Das, Agility Venture Partners"
Oyo,Hospitality,Series F1,0.0,Gurgaon,,Hindustan Media Venture
Agri10x,AgriTech,Seed,0.0,Pune,,Omnivore
BlackSoil,FinTech,0,0.0,Mumbai,,Awign Enterprises
HobSpace,EdTech,Pre-series A1,0.0,Mumbai,,"Siddharth Bhaskar Shah, Upsparks"
DcodeAI,EdTech,0,0.0,New Delhi,,S Chand
Biocon Biologics,BioTechnology,0,0.0,Bangalore,,"Goldman Sachs, Tata Capital"
KiranaKart,E-commerce,Pre-seed,0.0,Mumbai,,Global Founders Capital
Meddo,Healthcare,Pre-series A,0.0,Gurgaon,,"growX ventures, Venture Gurukool"
SP Robotic Works,EdTech,Series A,3000000.0,Chennai,,Mount Judi India Growth Fund
3SC,Logistics,Series B,15000000.0,Gurugram,,GEF Capital’s South Asia Fund
Chai Waale,Food & Beverages,0,600000.0,Chennai,,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia"
Minimalist,Cosmetics,Series A,10000000.0,Jaipur,,Sequoia Capital
Biconomy,Blockchain,0,9000000.0,New Delhi,,"Mechanism Capital, DACM"
Fixcraft,Automotive,Pre-series A,1000000.0,Gurugram,,0
Slice,Financial Services,0,10000000.0,Bangalore,,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital"
90+ My Tuition App,EdTech,Series A,5000000.0,Bangalore,,Pearl Investment LLC
Wasabi,Consulting,Seed,1800000.0,Bangalore,,"021 Capital, Sparrow Capital"
Strata,Real Estate,Series A,6000000.0,Bangalore,,"Kotak Investment Advisors Limited, Gruhas Proptech"
Ourbetterplanet,E-commerce,Seed,300000.0,Bangalore,,VANS Group
Murf.ai,SaaS startup,Seed,1500000.0,Bangalore,,Elevation Capital
JetSynthesys,Media,0,2000000.0,Pune,,Sachin Tendulkar
MYFITNESS,Fitness,Seed,1000000.0,Silvassa,,9Unicorns
I am Love,Healthcare,Seed,4000000.0,Mumbai,,Xentel Investments
MyGlamm,D2C,0,40000000.0,Mumbai,,Accel Partners
Gumlet,IT,0,1600000.0,Bangalore,,Sequoia’s Surge
Eloelo,Gaming,Pre-series A,2000000.0,Bangalore,,"Waterbridge, Lumikai"
Edukemy,EdTech,Pre-series A,2000000.0,Noida,,"Auxano, Falcon5"
Zingbus,Mobility,Pre-series A,5000000.0,Gurugram,,Infoedge ventures
NewsReach,Media,Seed,300000.0,Ahmedabad,,JITO Angel Network
Pencilton,FinTech,Pre-seed,330000.0,Hyderabad,,Jupiter
Bandhoo,IT,0,1000000.0,Gurugram,,Unitus Ventures
ixigo,IT,0,53000000.0,Gurugram,,"GIC, Infoedge"
The Whole Truth,Food & Beverages,Series A,6000000.0,Mumbai,,Sequoia Capital
Insane AI,Fitness,Seed,800000.0,Bangalore,,pi Ventures
Learn4o Technology,E-learning,Seed,0.0,Jaipur,,IAN
Droom,Automobile,0,200000000.0,Gurugram,,0
Skymet,Environmental Services,0,1000000.0,Noida,,"Northern Arc, Caspian Impact Investments"
Go Swift,Consumer Services,Pre-series A,2000000.0,Bangalore,,Kalaari Capital
Mamaearth,Healthcare,0,50000000.0,Gurugram,,Sofina Ventures SA
G.O.A.T,D2C,Series A,36000000.0,Bangalore,,"Tiger Global, Flipkart Ventures"
Keeros,Food & Beverages,Pre-series A,0.0,Lucknow,,Venture Catalysts
ReDesyn,Merchandise,Pre-series A,300000.0,Mumbai,,Anthill Ventures
Inspacco,Facilities Services,0,200000.0,Pune,,0
Knorish,EdTech,Pre-series A,1000000.0,Gurugram,,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate"
Dozee,Healthcare,Series A,5000000.0,Bangalore,,Prime VP
BlackBuck,Logistics & Supply Chain,Series E,67000000.0,Bangalore,,"Tribe Capital, IFC Emerging Asia Fund, VEF"
Mailmodo,Marketing & Advertising,Seed,2000000.0,Bangalore,,"Sequoia’s Surge, Y Combinator"
SuperBeings,Computer software,Seed,0.0,Bangalore,,Endiya Partners
NirogStreet,Healthcare,Series A,2500000.0,New Delhi,,"Gokul Rajaram, Pureland Venture, Wavemaker Partners"
Hyreo,Human Resources,Pre-series A,0.0,Thiruvananthapuram,,Callapina Capital
GODI Energy,Automotive,0,0.0,Hyderabad,,Blue Ashva Capital
Even,Healthcare,Seed,5000000.0,Bangalore,,Khosla Ventures
Captain Fresh,Logistics,Series A,12000000.0,Bangalore,,"Accel Partners, Matrix India"
Otipy,Food & Beverages,Series A,10200000.0,Gurugram,,"Omidyar Network India, Innoven Capital"
Lenskart,Eyewear,0,220000000.0,Faridabad,,"Temasek, Falcon Edge"
Eka.care,Healthcare,0,4500000.0,Bangalore,,"Deep Kalra, Ashish Kashyap, Rajesh Magow"
Braingroom,EdTech,0,200000.0,Chennai,,"IAN, Social Alpha, Startup Oasis"
Edvizo,Consumer Services,Pre-series A,1000000.0,Bangalore,,Inflection Point Ventures
Credenc,FinTech,0,25000000.0,New Delhi,,Capital India
GlobalBees,D2C Business,Series A,150000000.0,New Delhi,,"FirstCry, Lightspeed Venture Partners"
Spinny,Automotive,Series D,108000000.0,Gurugram,,Tiger Global
Mynvax,Biotechnology,Series A,4000000.0,Bangalore,,"Accel, LetsVenture, 1Crowd"
RiseBird,Human Resources,0,500000.0,Pune,,SAB Holdings
Uvi Health,Healthcare,Pre-seed,330000.0,Bangalore,,Titan Capital
Vegrow,Farming,0,13000000.0,Bangalore,,"Lightspeed Venture Partners, Elevation Capital"
Automovill,Automotive,0,500000.0,Bangalore,,Mumbai Angels Network
NFTically,NFT Marketplace,Seed,0.0,Gurugram,,Jayanti Kanani
HealthifyMe,Healthcare,Series C,75000000.0,Bangalore,,"LeapFrog, Khosla Ventures"
GalaxyCard,FinTech,0,450000.0,Gurugram,,JITO Angel Network
Bella Vita Organic,Healthcare,0,10000000.0,Gurugram,,Ananta Capital
SmartCoin,FinTech,0,10000000.0,Bangalore,,"Northern Arc, Vivriti Capital"
CareerNinja,EdTech,Seed,0.0,Mumbai,,Unitus Ventures
MYSUN,Solar,0,2000000.0,New Delhi,,TATA Cleantech Capital
Sea6 Energy,Biotechnology,Series B,9000000.0,Bangalore,,Aqua-Spark
Beco,Consumer Goods,Seed,500000.0,Mumbai,,Climate Angels Fund
OneCode,Internet,0,5000000.0,Bangalore,,"Sequoia’s Surge, Nexus Venture Partners"
MedPay,Information Technology,Seed,1200000.0,Bangalore,,"Entrepreneur First (EF), GrowX Ventures"
Inshorts,Internet,0,60000000.0,Noida,,Vy Capital
Digantara,SpaceTech,Seed,2500000.0,Bangalore,,Kalaari Capital
Aqgromalin,AgriTech,Seed,700000.0,Chennai,,Zephyr Peacock
Square Yards,Real Estate,0,25000000.0,Gurugram,,ADM Capital
OYO,Hospitality,0,660000000.0,Gurugram,,"SoftBank Vision Fund, Hindustan Media Venture"
Slang Labs,Computer software,0,0.0,Bangalore,,100x Entrepreneurs
NirogGyan,Healthcare,Seed,0.0,Gurugram,,"Healthcare veterans, PIEDS"
Ola Electric,Automotive,Debt,100000000.0,Bangalore,,Bank of Baroda
Bikry app,Consumer software,0,1300000.0,Noida,,YCombinator
Oliveboard,EdTech,0,3000000.0,Bangalore,,IAN Fund
Little Leap,EdTech,$300000,0.0,New Delhi,,Vishal Gupta
Trell,Social commerce,Series B,45000000.0,Bangalore,,"Mirae Asset, H&M"
Kredent,EdTech,0,1000000.0,Kolkata,,Kotak Securities
EasyAspataal,Healthcare,Seed,500000.0,Mumbai,,Venture Catalysts
SMOOR,Food & Beverages,0,0.0,Bangalore,,Klub
Pankhuri,Social community,0,3200000.0,Bangalore,,Sequoia’s Surge
Arcana,Information Technology,Seed,370000.0,Bangalore,,Balaji Srinivasan
AdmitKard,EdTech,0,0.0,Noida,,$1000000
UrbanKisaan,Food & Beverages,0,0.0,Hyderabad,,BASF Venture Capital GmbH
Aquaconnect,Fishery,Pre-series A,4000000.0,Chennai,,"Rebright Partners, Flourish Ventures"
Vah Vah!,EdTech,0,1800000.0,Bangalore,,Sequoia Surge
LetsDressUp,Apparel & Fashion,Pre-series A,300000.0,Gurugram,,"Titan Capital, Sequoia Capital"
Sapio Analytics,Computer software,0,150000.0,Mumbai,,Parthiv Group
BHyve,Human Resources,$300000,0.0,Mumbai,,"Omkar Pandharkame, Ketaki Ogale"
Indi Energy,Renewables & Environment,Seed,0.0,Roorkee,,Mumbai Angels Network
The Ayurveda Co,Consumer Goods,0,0.0,Gurugram,,"GetVantage, Velocity, Shiprocket Capital"
Pratilipi,Online storytelling,0,48000000.0,Bangalore,,"Krafton Inc, Omidyar"
Ati Motors,Automotive,Pre-series A,35000000.0,Bangalore,,"Blume Ventures, Exfinity Venture Partners"
peAR,Deeptech,Pre-series A1,300000.0,Mumbai,,Inflection Point Ventures
Gourmet Garden,Farming,0,3000000.0,Bangalore,,"Beyond Next Ventures, M Venture Partners"
The Sleep Company,Consumer Goods,Pre-series A,1000000.0,Mumbai,,Fireside Ventures
TyrePlex,B2B E-commerce,Seed,0.0,New Delhi,,AdvantEdge Founders
ION Energy,Automotive,Pre-series A,3600000.0,Mumbai,,0
Digit Insurance,Insuretech,0,200000000.0,Bangalore,,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers"
FRAAZO,Food & Beverages,Series A,11000000.0,Mumbai,,"Sixth Sense Ventures, NABVENTURES"
Licious,Food & Beverages,Series F,192000000.0,Bangalore,,"Temasek, Multiples PE"
WinZO,Gaming,Series C,65000000.0,New Delhi,,Griffin Gaming Partners
Furlenco,Consumer Goods,0,100000000.0,Bangalore,,Zinnia Global
Skylark Drones,Aviation,Pre-series A,3000000.0,Bangalore,,"InfoEdge Ventures, IAN Fund"
Leegality,IT company,Pre-series A,0.0,Gurugram,,"IIFL, Mumbai Angels"
Arcatron Mobility,Healthcare,0,0.0,Pune,,Klub
TWID,FinTech,0,2500000.0,Bangalore,,"BEENEXT, Sequoia’s Surge"
PeakPerformer,EdTech,Early seed,0.0,Bangalore,,Antler India
MyMobiForce,Internet,Pre-series A,1400000.0,Noida,,Bharat Inclusion
Pine Labs,Information Technology,0,600000.0,Noida,,"Fidelity, BlackRock"
Genworks Health,Healthcare,0,2000000.0,Bangalore,,Blacksoil
Pocketly,FinTech,0,0.0,Bangalore,,0
Neverinstall,Information Technology,Seed,370000.0,Bangalore,,Speciale Invest
CoRover,Information Technology,0,0.0,Bangalore,,Canbank Venture Capital Fund
BeatO,Healthcare,Pre-series B,5000000.0,New Delhi,,W Health Ventures
Earth Rhythm,Cosmetics,Seed,1200000.0,Gurugram,,Anicut Angel Fund
Fountain9,Computer software,Seed,1900000.0,Mumbai,,"021 Capital, Y Combinator"
Rockclimber,Food & Beverages,0,1000000.0,Bangalore,,Anand Prakash Sharma
SpEd@home,EdTech,0,300000.0,Mumbai,,0
CanPe,Computer software,Seed,0.0,Bangalore,,Axilor Ventures
Green Soul,Consumer Goods,0,200000.0,Ambernath,,velocity.in
Shiprocket,Logistics,Series D1,41000000.0,New Delhi,,"March Capital, Tribe Capital"
DealShare,Retail,0,144000000.0,Bangalore,,Tiger Global
Teachmint,EdTech,Pre-series B,20000000.0,Bangalore,,Learn Capital
Vahak,Transportation,Pre-series A,5000000.0,Bangalore,,RTP Global
goSTOPS,Hospitality,Pre-series A,1000000.0,New Delhi,,"IAN, Yuj Ventures"
Codedamn,Computer software,Pre-seed,0.0,New Delhi,,Antler India
Biocraft Innovation Technology,Environmental service,Pre-seed,0.0,Noida,,JITO Angel Network
Powerplay,Construction,0,5200000.0,Bangalore,,"Sequoia’s Surge, Accel Partners"
Accio Robotics,Industrial Automation,0,0.0,Bangalore,,Uday Sodhi
Delhivery,Logistics,Series H,270000000.0,Gurugram,,"Fidelity, GIC"
Avishkaar,EdTech,Pre-series A,600000.0,New Delhi,,Auxano
Jobsgaar,Job discovery platform,Seed,140000.0,New Delhi,,SucSEED Indovation Fund
Almo,D2C Fashion,Seed,0.0,Gurugram,,Angelist India
Breathe Well-being,HealthCare,Pre-series A,1000000.0,New Delhi,,"Stanford Angels and Entrepreneurs India, Anjali Bansal"
GalaxEye,SpaceTech,Pre-seed,0.0,Chennai,,Speciale Invest
Good Health Clinic,HealthCare,0,5000000.0,Hyderabad,,Khosla Ventures
Urban Company,Home services,Series F,250000000.0,New Delhi,,"Vy Capital, Wellington Management"
MYBYK,Rental,Pre-series A,1000000.0,Ahmadabad,,Avon Cycles
Locus,Logistics,Series C,50000000.0,Bangalore,,"Blume Ventures, Exfinity Venture Partners"
Crejo.Fun,EdTech,Seed,3000000.0,Bangalore,,"Matrix Partners India, 021 Capital"
Bambinos,EdTech,Seed,500000.0,Bangalore,,"HNIs, Angels"
KreditBee,FinTech,0,8000000.0,Bangalore,,"NewQuest Capital Partners, Motilal Oswal Private Equity"
Spardha,EdTech,Pre-series A1,400000.0,Pune,,Inflection Point Ventures
Onelife Nutriscience,HealthCare,0,0.0,Mumbai,,Lasons India
Flatheads,Fashion,0,0.0,Bangalore,,"Pankaj Chaddah, Srivatsan Rajan"
Fable Fintech,FinTech,Series A,0.0,Mumbai,,Paytm
Holisol,Logistics,0,3000000.0,New Delhi,,"BlackSoil, CLSA Capital Partners"
Now&Me,HealthCare,0,1000000.0,New Delhi,,"Saama, Whiteboard Capital"
Fyllo,AgriTech,Seed,400000.0,Bangalore,,"Indian Angel Network, Titan Capital, Lead Angels"
Cora Health,HealthCare,0,0.0,Bangalore,,0
Blaer Motors,Mobility,0,300000.0,Chennai,,The Chennai Angels
Swiflearn,EdTech,Pre-series A,3000000.0,Gurugram,,"Venture Highway, Stellaris Venture Partners"
Cashfree,FinTech,0,0.0,Bangalore,,"State Bank of India, Y Combinator"
QuickSell,E-commerce,Pre-series A,2000000.0,Mumbai,,"Sanjay Baldwa, Ajay Jain"
Truemeds,Heathcare,Series A,5000000.0,Mumbai,,InfoEdge
Candes,E-commerce,0,3000000.0,New Delhi,,"Nitin Passi, Ruchirans Jaipuria"
MediBuddy,Heathcare,0,3000000.0,Bangalore,,"Stride Ventures, InnoVen Capital"
F5,Food & Beverages,Pre-series A,300000.0,New Delhi,,"Venture Catalysts, Jeevak Gupta"
Capital Float,FinTech,0,6000000.0,Bangalore,,"Triodos Investment Management, SAIF Partners"
IntelleWings,IT startup,Seed,100000.0,Panchkula,,0
Shyplite,Logistics,0,1000000.0,New Delhi,,N+1 Capital
Refyne,FinTech,Series A,20000000.0,Bangalore,,"DST Global, RTP Global"
Greenjoules,Renewable Energy,Series A,4500000.0,Pune,,Blue Ashva Capital
MentorKart,Consulting,Seed,150000.0,New Delhi,,"Amit Singal, Manish Aggarwal"
Leverage Edu,EdTech,Debt,2000000.0,New Delhi,,"Trifecta Capital Advisors, Blume Ventures"
Kale Logistics,Logistics,Series A,5000000.0,Thane,,Inflexor Ventures
CustomerGlu,CRM,0,320000.0,Bangalore,,"Kumar Aakash, Amit Singhal"
Cell Propulsion,EV startup,0,2000000.0,Bangalore,,growX ventures
Wellbeing Nutrition,HealthCare,0,0.0,Mumbai,,Klub
Pee Safe,HealthCare,Pre-series B,3000000.0,Gurugram,,"Shaival Desai, Alkemi Venture Partners"
Chqbook,FinTech,0,1000000.0,New Delhi,,"Aavishkaar Venture Capital, YWC Venture Capital"
SimpliContract,Software,Seed,1800000.0,Bangalore,,Kalaari Capital
Dropshop,Logistics,Pre-series A,1000000.0,Bangalore,,Inflection Point Ventures
Jumbotail,E-commerce,Debt,4000000.0,Bangalore,,Alteria Capital
BYJU'S,EdTech,0,350000000.0,Bangalore,,"Tiga Investments, Baron Capital"
Power Gummies,Nutrition,0,1000000.0,New Delhi,,"Venture Catalysts, 9unicorns"
Convosight,SaaS startup,Series A,9000000.0,New Delhi,,Qualgro
Junio,FinTech,Seed,600000.0,New Delhi,,"Amit Lakhotia, Pravin Jadhav"
Wherehouse.io,Logistics,Seed,0.0,New Delhi,,Better Capital
Flexmoney,FinTech,Series A,4800000.0,Mumbai,,Pravega Ventures
Fampay,FinTech,Series A,38000000.0,Bangalore,,"Greenoaks Capital, Elevation Capital"
Apna,Human Resources,Series B,70000000.0,Bangalore,,"Sequoia Capital India, rocketship.vc"
XYXX Apparels,Fashion,Series A,4000000.0,Surat,,0
WaterScience,D2C startup,0,0.0,Bangalore,,0
BrowserStack,SaaS startup,Series B,200000000.0,Mumbai,,Accel
Vital,Insuretech,Pre-series A,3000000.0,New Delhi,,BLinC Invest
Juicy chemistry,HealthCare,0,0.0,Coimbatore,,Spring Marketing Capital
Samaaro,SaaS startup,0,125000.0,Bangalore,,"Chaitanya Kalipatnapu, Kedar Gavane"
Imagimake,Innovation management,Pre-series A,500000.0,Mumbai,,"Roha Investment Managers, angel investor Saumil Shah"
MSMEx,EdTech,Pre-series A,1000000.0,Andheri,,"TNF Ventures, Razorpay"
RenewBuy,Insuretech,Series C,45000000.0,Gurugram,,"Lok Capital, IIFL Asset Management"
saarthi.ai,AI startup,Seed,0.0,Bangalore,,Nvidia Inception
Kutumb,Community platform,Series A,26000000.0,Bangalore,,"Tiger Global Management, DST Global"
Superplum,AgriTech,Pre-series A,3800000.0,Noida,,Marquee investors
Upside AI,FinTech,Seed,1200000.0,Mumbai,,Endiya Partners
PazCare,Insuretech,0,0.0,Bangalore,,"Ashish Hemrajani, Parikshit Dar"
Answer Genomics,HealthCare,0,0.0,Bangalore,,"India Accelerator, Lyxel&Flamingo"
Skillmatics,EdTech,Series A,6000000.0,Mumbai,,Sequoia Capital India
Bimaplan,Insuretech,Pre-series A,2500000.0,Bangalore,,"Roshan Abbas, Ritesh Malik"
Bueno Finance,FinTech,Seed,3000000.0,Gurugram,,"Goat Capital, JAM Fund"
CityMall,E-commerce,Series B,22000000.0,Gurugram,,"General Catalyst, Jungle Ventures"
BYJU’S,EdTech,0,50000000.0,Bangalore,,"Blackstone Group, ADQ"
India Quotient,Venture capitalist,0,64000000.0,Mumbai,,0
The Switch Fix,HealthCare,Seed,0.0,Gurugram,,"Venture Catalysts, 9unicorns"
Anvidha Technologies,Tech Startup,Seed,1500000.0,Haryana,,0
